name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-149 c,1894,3.22 Earths,14.019,2014
Kepler-149 d,1894,14.9 Earths,14.019,2014
Kepler-14 b,3197,8.4 Jupiters,12.128,2011
Kepler-1500 b,2949,1.87 Earths,14.58,2016
Kepler-1501 b,2897,3.05 Earths,13.646,2016
Kepler-1502 b,5023,10.2 Earths,14.093,2016
Kepler-1503 b,2773,5.77 Earths,15.786,2016
Kepler-1504 b,3357,5.18 Earths,15.631,2016
Kepler-1505 b,1171,0.749 Earths,12.926,2016
Kepler-1506 b,4299,2.3 Earths,15.624,2016
Kepler-1507 b,1116,0.52 Earths,13.104,2016
Kepler-1508 b,2910,2.33 Earths,14.347,2016
Kepler-1509 b,4166,4.08 Earths,15.332,2016
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-151 b,2160,9.59 Earths,14.719,2014
Kepler-151 c,2160,5.02 Earths,14.719,2014
Kepler-1520 b,2075,28.1 Earths,15.693,2016
Kepler-1521 b,740,6.8 Earths,12.848,2016
Kepler-1522 b,2251,3.64 Earths,14.196,2016
Kepler-1523 b,2995,3.12 Earths,14.837,2016
Kepler-1524 b,1651,12.3 Earths,12.7,2016
Kepler-1525 b,1292,0.693 Earths,12.692,2016
Kepler-1526 b,1879,6.48 Earths,15.655,2016
Kepler-1527 b,5089,20.4 Earths,15.078,2016
Kepler-1528 b,2988,2.73 Earths,14.476,2016
Kepler-1529 b,2228,5.06 Earths,15.388,2016
Kepler-152 b,1457,8.2 Earths,14.244,2014
Kepler-152 c,1457,6.3 Earths,14.244,2014
Kepler-1530 b,1801,3.33 Earths,14.005,2016
Kepler-1530 c,1801,3.36 Earths,14.005,2016
Kepler-1531 b,2186,1.41 Earths,13.171,2016
Kepler-1532 b,2688,2.39 Earths,14.803,2016
Kepler-1533 b,2779,11.8 Earths,13.168,2016
Kepler-1534 b,3611,4.23 Earths,16.235,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-153 c,1519,6.94 Earths,14.249,2014
Kepler-1540 b,855,6.76 Earths,14.083,2016
Kepler-1541 b,1350,1.65 Earths,13.791,2016
Kepler-1542 b,1096,0.363 Earths,12.588,2016
Kepler-1542 c,1096,0.208 Earths,12.588,2016
Kepler-1542 d,1096,0.59 Earths,12.588,2016
Kepler-1542 e,1096,0.363 Earths,12.588,2016
Kepler-1543 b,3634,7.8 Earths,13.419,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-154 f,3066,2.86 Earths,14.512,2016
Kepler-1550 b,3921,9.38 Earths,14.884,2016
Kepler-1551 b,5089,7.56 Earths,15.098,2016
Kepler-1552 b,2016,6.66 Earths,14.931,2016
Kepler-1553 b,2345,1.6 Earths,14.991,2016
Kepler-1554 b,3203,8.75 Earths,15.715,2016
Kepler-1555 b,4508,3.22 Earths,15.326,2016
Kepler-1556 b,3458,4.5 Earths,15.298,2016
Kepler-1557 b,4997,2.96 Earths,15.299,2016
Kepler-1558 b,1119,0.244 Earths,13.6,2016
Kepler-1559 b,1892,0.299 Earths,14.488,2016
Kepler-155 b,966,5.02 Earths,14.24,2014
Kepler-155 c,966,5.65 Earths,14.24,2014
Kepler-1560 b,1726,0.64 Earths,13.385,2016
Kepler-1561 b,3239,1.32 Earths,14.648,2016
Kepler-1562 b,4290,12.3 Earths,15.273,2016
Kepler-1563 b,1784,0.347 Earths,13.568,2016
Kepler-1564 b,2844,2.76 Earths,14.953,2016
Kepler-1565 b,2143,1.81 Earths,15.432,2016
Kepler-1566 b,1667,0.418 Earths,14.312,2016
Kepler-1567 b,3999,7.9 Earths,15.632,2016
Kepler-1568 b,2880,2.24 Earths,13.945,2016
Kepler-1569 b,3425,3.46 Earths,13.932,2016
Kepler-156 b,1465,5.9 Earths,14.156,2014
Kepler-156 c,1465,7.04 Earths,14.156,2014
Kepler-1570 b,1510,1.24 Earths,13.97,2016
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-157 c,2581,5.65 Earths,14.037,2014
Kepler-157 d,2581,2.73 Earths,14.037,2016
Kepler-1580 b,2844,5.1 Earths,12.576,2016
Kepler-1581 b,1445,0.437 Earths,12.353,2016
Kepler-1582 b,365,2.83 Earths,16.414,2016
Kepler-1583 b,1165,0.156 Earths,12.841,2016
Kepler-1584 b,4322,3.22 Earths,14.884,2016
Kepler-1585 b,4139,3.86 Earths,15.977,2016
Kepler-1586 b,2818,2.92 Earths,13.056,2016
Kepler-1587 b,2959,2.33 Earths,14.032,2016
Kepler-1588 b,2146,0.363 Earths,13.821,2016
Kepler-1589 b,4626,1.32 Earths,14.965,2016
Kepler-158 b,1038,5.14 Earths,14.417,2014
Kepler-158 c,1038,4.27 Earths,14.417,2014
Kepler-1590 b,2936,1.55 Earths,14.077,2016
Kepler-1591 b,3556,2.15 Earths,14.658,2016
Kepler-1592 b,4400,2.99 Earths,14.786,2016
Kepler-1593 b,2463,10.2 Earths,15.884,2016
Kepler-1594 b,3588,1.2 Earths,14.741,2016
Kepler-1595 b,2743,2.04 Earths,15.401,2016
Kepler-1596 b,3803,4.27 Earths,15.366,2016
Kepler-1597 b,4094,1.2 Earths,14.115,2016
Kepler-1598 b,2394,0.809 Earths,13.814,2016
Kepler-1599 b,3275,3.26 Earths,14.902,2016
Kepler-159 b,1232,6.26 Earths,14.888,2014
Kepler-159 c,1232,11.5 Earths,14.888,2014
Kepler-15 b,2464,0.66 Jupiters,13.714,2011
Kepler-1600 b,3236,9.96 Earths,15.814,2016
Kepler-1601 b,2153,0.477 Earths,13.678,2016
Kepler-1602 b,2659,2.36 Earths,13.301,2016
Kepler-1603 b,5712,2.21 Earths,15.34,2016
Kepler-1604 b,1833,2.57 Earths,14.899,2016
Kepler-1605 b,731,1.28 Earths,12.413,2016
Kepler-1606 b,2871,4.94 Earths,15.106,2016
Kepler-1607 b,2398,0.721 Earths,13.875,2016
Kepler-1608 b,2714,3.64 Earths,15.895,2016
Kepler-1609 b,4838,5.56 Earths,14.937,2016
Kepler-160 b,3141,3.59 Earths,14.616,2014
Kepler-160 c,3141,13.6 Earths,14.616,2014
Kepler-160 d,3141,0.31463 Jupiters,14.616,2020
Kepler-1610 b,3468,3.22 Earths,15.814,2016
Kepler-1611 b,2238,0.457 Earths,14.412,2016
Kepler-1612 b,2730,1.08 Earths,14.716,2016
Kepler-1613 b,2789,4.98 Earths,14.068,2016
Kepler-1614 b,3203,2.83 Earths,15.941,2016
Kepler-1615 b,3066,4.9 Earths,14.524,2016
Kepler-1616 b,2812,1.04 Earths,13.429,2016
Kepler-1617 b,2652,1.87 Earths,13.656,2016
Kepler-1618 b,4038,2.13 Earths,13.566,2016
Kepler-1619 b,1696,0.363 Earths,13.299,2016
Kepler-161 b,1436,12.1 Earths,14.192,2014
Kepler-161 c,1436,11.8 Earths,14.192,2014
Kepler-1620 b,2522,3.22 Earths,13.623,2016
Kepler-1621 b,4766,5.31 Earths,15.011,2016
Kepler-1622 b,3024,2.76 Earths,13.344,2016
Kepler-1623 b,3216,2.27 Earths,14.924,2016
Kepler-1624 b,649,27.6 Earths,15.668,2016
Kepler-1625 b,3957,30.6 Earths,15.763,2016
Kepler-1626 b,5604,4.74 Earths,14.224,2016
Kepler-1627 b,1014,13.2 Earths,13.049,2016
Kepler-1628 b,1148,33.8 Earths,16.953,2016
Kepler-1629 b,1272,0.381 Earths,12.714,2016
Kepler-162 b,2861,2.13 Earths,14.223,2014
Kepler-162 c,2861,9.43 Earths,14.223,2014
Kepler-1630 b,907,5.43 Earths,14.205,2016
Kepler-1631 b,3882,2.39 Earths,15.495,2016
Kepler-1632 b,1905,6.66 Earths,13.066,2016
Kepler-1633 b,2645,3.12 Earths,13.392,2016
Kepler-1634 b,2133,10.3 Earths,14.486,2016
Kepler-1635 b,3536,12.9 Earths,15.693,2016
Kepler-1636 b,5112,10.5 Earths,15.792,2016
Kepler-1637 b,1651,0.64 Earths,13.273,2016
Kepler-1638 b,2867,4.16 Earths,14.748,2016
Kepler-1639 b,3810,7.18 Earths,14.469,2016
Kepler-163 b,2295,1.16 Earths,14.38,2014
Kepler-163 c,2295,5.73 Earths,14.38,2014
Kepler-1640 b,4498,20.7 Earths,14.962,2016
Kepler-1641 b,3135,9.85 Earths,14.223,2016
Kepler-1641 c,3135,9.01 Earths,14.223,2016
Kepler-1642 b,1458,10.3 Earths,14.101,2016
Kepler-1642 c,1458,7.56 Earths,14.101,2016
Kepler-1643 b,1350,5.9 Earths,13.827,2016
Kepler-1644 b,1931,4.19 Earths,14.183,2016
Kepler-1645 b,2753,3.82 Earths,14.441,2016
Kepler-1646 b,264,2.04 Earths,15.655,2016
Kepler-1647 b,4097,1.51968 Jupiters,13.579,2016
Kepler-1649 b,302,1.03 Earths,16.268,2017
Kepler-1649 c,302,1.2 Earths,16.268,2020
Kepler-164 b,2982,2.57 Earths,14.233,2014
Kepler-164 c,2982,7.9 Earths,14.233,2014
Kepler-164 d,2982,6.57 Earths,14.233,2014
Kepler-1650 b,393,0.84 Earths,15.739,2017
Kepler-1651 b,226,4.04 Earths,13.072,2017
Kepler-1652 b,822,3.19 Earths,16.002,2017
Kepler-1653 b,2463,5.35 Earths,15.429,2017
Kepler-1654 b,1884,0.5 Jupiters,13.406,2018
Kepler-1655 b,700,5 Earths,11.014,2018
Kepler-1656 b,610,0.15291 Jupiters,11.64,2018
Kepler-1658 b,2629,5.88 Jupiters,11.42,2019
Kepler-165 b,1860,5.99 Earths,14.794,2014
Kepler-165 c,1860,5.6 Earths,14.794,2014
Kepler-1661 b,1355,17 Earths,14.193,2020
Kepler-1663 b,1113,10.9 Earths,15.616,2020
Kepler-1664 b,,9.45 Earths,13.531,2020
Kepler-1665 b,1105,8.44 Earths,13.591,2020
Kepler-1666 b,4679,8.66 Earths,15.015,2020
Kepler-1666 c,4679,10.5 Earths,15.015,2020
Kepler-1667 b,2082,9.19 Earths,13.446,2020
Kepler-1668 b,4522,17.4 Earths,15.677,2020
Kepler-1669 b,1800,8.15 Earths,15.909,2020
Kepler-166 b,2003,5.77 Earths,14.685,2014
Kepler-166 c,2003,6.26 Earths,14.685,2014
Kepler-166 d,2003,3.64 Earths,14.685,2016
Kepler-1670 b,7171,11.2 Earths,15.42,2020
Kepler-1671 b,1177,2.32 Earths,13.278,2020
Kepler-1672 b,1290,9.11 Earths,12.396,2020
Kepler-1673 b,2423,8.93 Earths,13.599,2020
Kepler-1674 b,3399,10.4 Earths,15.478,2020
Kepler-1675 b,2165,9.93 Earths,13.554,2020
Kepler-1676 b,,11.3 Earths,13.377,2020
Kepler-1677 b,2451,7.76 Earths,13.644,2020
Kepler-1678 b,2831,10.9 Earths,14.907,2020
Kepler-1679 b,3042,4.93 Earths,15.114,2020
Kepler-167 b,1076,3.24 Earths,14,2014
Kepler-167 c,1076,3.01 Earths,14,2014
Kepler-167 d,1076,1.83 Earths,14,2016
Kepler-167 e,1076,0.231 Jupiters,14,2016
Kepler-1680 b,1021,2.42 Earths,13.693,2020
Kepler-1681 b,2128,7.05 Earths,14.557,2020
Kepler-1682 b,3907,8.7 Earths,15.678,2020
Kepler-1683 b,2442,4.17 Earths,14.843,2020
Kepler-1684 b,2065,8.6 Earths,15.765,2020
Kepler-1685 b,3845,7.16 Earths,15.906,2020
Kepler-1686 b,2432,2.62 Earths,13.752,2020
Kepler-1687 b,1377,3.38 Earths,15.473,2020
Kepler-1688 b,1851,2.13 Earths,13.986,2020
Kepler-1689 b,968,0.799 Earths,12.108,2020
Kepler-168 b,4554,2.73 Earths,14.605,2014
Kepler-168 c,4554,7.7 Earths,14.605,2014
Kepler-1690 b,2343,8.3 Earths,14.642,2020
Kepler-1691 b,4291,4.02 Earths,14.881,2020
Kepler-1692 b,1961,1.42 Earths,14.505,2020
Kepler-1693 b,2534,2.21 Earths,14.744,2020
Kepler-1694 b,1700,1.76 Earths,14.752,2020
Kepler-1695 b,2641,1.46 Earths,14.623,2020
Kepler-1696 b,5126,8.29 Earths,15.488,2020
Kepler-1697 b,814,2.12 Earths,13.362,2020
Kepler-1698 b,730,1.25 Earths,12.876,2020
Kepler-1699 b,,3.08 Earths,14.661,2020
Kepler-169 b,1342,1.51 Earths,14.162,2014
Kepler-169 c,1342,1.92 Earths,14.162,2014
Kepler-169 d,1342,2.1 Earths,14.162,2014
Kepler-169 e,1342,5.48 Earths,14.162,2014
Kepler-169 f,1342,7.18 Earths,14.162,2014
Kepler-16 b,245,0.333 Jupiters,11.747,2011
Kepler-1700 b,2390,8.76 Earths,13.629,2020
Kepler-1701 b,1938,5.57 Earths,14.55,2020
Kepler-1702 b,2865,3.2 Earths,15.774,2020
Kepler-170 b,2462,0.26 Jupiters,14.347,2014
Kepler-170 c,2462,8.55 Earths,14.347,2014
Kepler-171 b,2888,6.08 Earths,14.905,2014
Kepler-171 c,2888,7.08 Earths,14.905,2014
Kepler-171 d,2888,4.23 Earths,14.905,2014
Kepler-172 b,2768,6.12 Earths,14.537,2014
Kepler-172 c,2768,8.55 Earths,14.537,2014
Kepler-172 d,2768,5.69 Earths,14.537,2014
Kepler-172 e,2768,8.05 Earths,14.537,2014
Kepler-173 b,2784,2.21 Earths,14.258,2014
Kepler-173 c,2784,6.48 Earths,14.258,2014
Kepler-174 b,1269,4.5 Earths,14.286,2014
Kepler-174 c,1269,2.83 Earths,14.286,2014
Kepler-174 d,1269,5.43 Earths,14.286,2014
Kepler-175 b,4447,7.08 Earths,14.911,2014
Kepler-175 c,4447,9.8 Earths,14.911,2014
Kepler-176 b,1746,2.63 Earths,14.545,2014
Kepler-176 c,1746,23 Earths,14.545,2014
Kepler-176 d,1746,15.2 Earths,14.545,2014
Kepler-176 e,1746,2.7 Earths,14.545,2016
Kepler-177 b,4885,5.84 Earths,14.941,2013
Kepler-177 c,4885,14.7 Earths,14.941,2013
Kepler-178 b,2385,8.75 Earths,14.578,2014
Kepler-178 c,2385,8.65 Earths,14.578,2014
Kepler-178 d,2385,14.8 Earths,14.578,2014
Kepler-179 b,2011,3.33 Earths,14.603,2014
Kepler-179 c,2011,4.66 Earths,14.603,2014
Kepler-17 b,2610,2.45 Jupiters,14.131,2011
Kepler-180 b,2315,2.86 Earths,14.325,2014
Kepler-180 c,2315,9.32 Earths,14.325,2014
Kepler-181 b,2023,2.15 Earths,14.714,2014
Kepler-181 c,2023,4.62 Earths,14.714,2014
Kepler-182 b,5290,7.18 Earths,14.874,2014
Kepler-182 c,5290,11.6 Earths,14.874,2014
Kepler-183 b,3531,4.9 Earths,14.893,2014
Kepler-183 c,3531,35.7 Earths,14.893,2014
Kepler-184 b,2026,6.17 Earths,14.311,2014
Kepler-184 c,2026,8.8 Earths,14.311,2014
Kepler-184 d,2026,6.76 Earths,14.311,2014
Kepler-185 b,1543,1.71 Earths,14.443,2014
Kepler-185 c,1543,4.74 Earths,14.443,2014
Kepler-186 b,561,1.24 Earths,14.599,2014
Kepler-186 c,561,2.1 Earths,14.599,2014
Kepler-186 d,561,2.54 Earths,14.599,2014
Kepler-186 e,561,2.15 Earths,14.599,2014
Kepler-186 f,561,1.71 Earths,14.599,2014
Kepler-187 b,3852,2.57 Earths,14.175,2014
Kepler-187 c,3852,7.61 Earths,14.175,2014
Kepler-188 b,3249,3.46 Earths,14.634,2014
Kepler-188 c,3249,10.3 Earths,14.634,2014
Kepler-189 b,1963,1.92 Earths,14.821,2014
Kepler-189 c,1963,22.7 Earths,14.821,2014
Kepler-18 b,1430,6.9 Earths,13.539,2011
Kepler-18 c,1430,17.3 Earths,13.539,2011
Kepler-18 d,1430,16.4 Earths,13.539,2011
Kepler-190 b,1432,3.05 Earths,14.118,2014
Kepler-190 c,1432,2.73 Earths,14.118,2014
Kepler-191 b,1973,2.36 Earths,14.776,2014
Kepler-191 c,1973,4.12 Earths,14.776,2014
Kepler-191 d,1973,5.82 Earths,14.776,2016
Kepler-192 b,2166,7.95 Earths,14.104,2014
Kepler-192 c,2166,8.2 Earths,14.104,2014
Kepler-192 d,2166,1.04 Earths,14.104,2016
Kepler-193 b,3389,6.3 Earths,14.596,2014
Kepler-193 c,3389,8 Earths,14.596,2014
Kepler-194 b,3697,2.89 Earths,14.912,2014
Kepler-194 c,3697,7.22 Earths,14.912,2014
Kepler-194 d,3697,6.35 Earths,14.912,2014
Kepler-195 b,2168,4.78 Earths,14.799,2014
Kepler-195 c,2168,3.02 Earths,14.799,2014
Kepler-196 b,1492,4.27 Earths,14.103,2014
Kepler-196 c,1492,5.65 Earths,14.103,2014
Kepler-197 b,1089,1.04 Earths,11.78,2014
Kepler-197 c,1089,5.3 Earths,11.78,2014
Kepler-197 d,1089,1.98 Earths,11.78,2014
Kepler-197 e,1089,0.693 Earths,11.78,2014
Kepler-198 b,1639,8.35 Earths,13.566,2014
Kepler-198 c,1639,6.66 Earths,13.566,2014
Kepler-198 d,1639,2.96 Earths,13.566,2016
Kepler-199 b,1726,9.85 Earths,13.597,2014
Kepler-199 c,1726,10.6 Earths,13.597,2014
Kepler-19 b,717,8.4 Earths,11.876,2011
Kepler-19 c,717,13.1 Earths,11.876,2011
Kepler-19 d,717,22.5 Earths,11.876,2017
Kepler-200 b,2215,5.18 Earths,13.952,2014
Kepler-200 c,2215,3.15 Earths,13.952,2014
Kepler-201 b,2114,6.62 Earths,12.92,2014
Kepler-201 c,2114,8.5 Earths,12.92,2014
Kepler-202 b,938,3.29 Earths,13.843,2014
Kepler-202 c,938,4.08 Earths,13.843,2014
Kepler-203 b,2341,7.13 Earths,13.942,2014
Kepler-203 c,2341,2.36 Jupiters,13.942,2014
Kepler-203 d,2341,33.9 Earths,13.942,2014
Kepler-204 b,2285,6.94 Earths,13.874,2014
Kepler-204 c,2285,3.86 Earths,13.874,2014
Kepler-205 b,523,2.89 Earths,13.495,2014
Kepler-205 c,523,3.33 Earths,13.495,2014
Kepler-206 b,1973,1.87 Earths,13.461,2014
Kepler-206 c,1973,3.78 Earths,13.461,2014
Kepler-206 d,1973,1.81 Earths,13.461,2014
Kepler-207 b,2930,3.09 Earths,13.167,2014
Kepler-207 c,2930,2.86 Earths,13.167,2014
Kepler-207 d,2930,11 Earths,13.167,2014
Kepler-208 b,2587,3.29 Earths,13.538,2014
Kepler-208 c,2587,2.51 Earths,13.538,2014
Kepler-208 d,2587,1.87 Earths,13.538,2014
Kepler-208 e,2587,2.79 Earths,13.538,2014
Kepler-209 b,1914,5.73 Earths,13.952,2014
Kepler-209 c,1914,9.8 Earths,13.952,2014
Kepler-20 b,929,9.7 Earths,12.51,2011
Kepler-20 c,929,12.75 Earths,12.51,2011
Kepler-20 d,929,10.07 Earths,12.51,2011
Kepler-20 e,929,3.08 Earths,12.51,2011
Kepler-20 f,929,14.3 Earths,12.51,2011
Kepler-20 g,929,19.96 Earths,12.51,2016
Kepler-210 b,764,8.96 Earths,13.804,2014
Kepler-210 c,764,12.8 Earths,13.804,2014
Kepler-211 b,1018,2.13 Earths,13.273,2014
Kepler-211 c,1018,18.3 Earths,13.273,2014
Kepler-212 b,2287,1.32 Earths,12.987,2014
Kepler-212 c,2287,7.95 Earths,12.987,2014
Kepler-213 b,2110,3.26 Earths,13.602,2014
Kepler-213 c,2110,6.08 Earths,13.602,2014
Kepler-214 b,4084,7.32 Earths,13.906,2014
Kepler-214 c,4084,5.18 Earths,13.906,2014
Kepler-215 b,1608,3.26 Earths,13.555,2014
Kepler-215 c,1608,3.78 Earths,13.555,2014
Kepler-215 d,1608,23.6 Earths,13.555,2014
Kepler-215 e,1608,3.71 Earths,13.555,2014
Kepler-216 b,4010,6.12 Earths,13.961,2014
Kepler-216 c,4010,9.48 Earths,13.961,2014
Kepler-217 b,3722,5.6 Earths,13.121,2014
Kepler-217 c,3722,4.08 Earths,13.121,2014
Kepler-217 d,3722,2.3 Earths,13.121,2016
Kepler-218 b,2182,2.79 Earths,13.907,2014
Kepler-218 c,2182,10 Earths,13.907,2014
Kepler-218 d,2182,7.56 Earths,13.907,2016
Kepler-219 b,2627,9.01 Earths,13.718,2014
Kepler-219 c,2627,12.5 Earths,13.718,2014
Kepler-219 d,2627,19.1 Earths,13.718,2014
Kepler-21 b,355,5.08 Earths,8.25,2012
Kepler-220 b,561,0.457 Earths,12.857,2014
Kepler-220 c,561,3.09 Earths,12.857,2014
Kepler-220 d,561,0.904 Earths,12.857,2014
Kepler-220 e,561,2.33 Earths,12.857,2014
Kepler-221 b,1271,3.57 Earths,13.749,2014
Kepler-221 c,1271,15.1 Earths,13.749,2014
Kepler-221 d,1271,7.9 Earths,13.749,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
Kepler-224 b,2609,2.51 Earths,15.636,2014
Kepler-224 c,2609,9.91 Earths,15.636,2014
Kepler-224 d,2609,5.9 Earths,15.636,2014
Kepler-224 e,2609,4.54 Earths,15.636,2014
Kepler-225 b,1859,1.87 Earths,15.95,2014
Kepler-225 c,1859,4.04 Earths,15.95,2014
Kepler-226 b,3289,24 Earths,15.403,2014
Kepler-226 c,3289,0.142 Jupiters,15.403,2014
Kepler-226 d,3289,1.98 Earths,15.403,2014
Kepler-227 b,3645,9.85 Earths,15.323,2014
Kepler-227 c,3645,9.48 Earths,15.323,2014
Kepler-228 b,5626,2.96 Earths,15.704,2014
Kepler-228 c,5626,7.75 Earths,15.704,2014
Kepler-228 d,5626,15.4 Earths,15.704,2014
Kepler-229 b,2759,5.48 Earths,15.826,2014
Kepler-229 c,2759,21.5 Earths,15.826,2014
Kepler-229 d,2759,14.2 Earths,15.826,2014
Kepler-22 b,620,36 Earths,11.644,2011
Kepler-230 b,2468,16.8 Earths,15.073,2014
Kepler-230 c,2468,4.82 Earths,15.073,2014
Kepler-231 b,1042,35.4 Earths,15.39,2014
Kepler-231 c,1042,24.1 Earths,15.39,2014
Kepler-232 b,4576,9.69 Earths,15.32,2014
Kepler-232 c,4576,14 Earths,15.32,2014
Kepler-233 b,2863,6.48 Earths,15.326,2014
Kepler-233 c,2863,7.8 Earths,15.326,2014
Kepler-234 b,5940,13.2 Earths,15.501,2014
Kepler-234 c,5940,12.1 Earths,15.501,2014
Kepler-235 b,1413,5.6 Earths,15.969,2014
Kepler-235 c,1413,2.18 Earths,15.969,2014
Kepler-235 d,1413,4.86 Earths,15.969,2014
Kepler-235 e,1413,5.56 Earths,15.969,2014
Kepler-236 b,950,3.09 Earths,15.374,2014
Kepler-236 c,950,4.66 Earths,15.374,2014
Kepler-237 b,2187,2.57 Earths,15.283,2014
Kepler-237 c,2187,4.98 Earths,15.283,2014
Kepler-238 b,6190,3.64 Earths,15.024,2014
Kepler-238 c,6190,6.3 Earths,15.024,2014
Kepler-238 d,6190,9.64 Earths,15.024,2014
Kepler-238 e,6190,0.534 Jupiters,15.024,2013
Kepler-238 f,6190,13.5 Earths,15.024,2013
Kepler-239 b,2153,6.04 Earths,15.233,2014
Kepler-239 c,2153,6.85 Earths,15.233,2014
Kepler-23 b,2793,0.8 Jupiters,13.401,2011
Kepler-23 c,2793,2.7 Jupiters,13.401,2011
Kepler-23 d,2793,17.6 Earths,13.401,2014
Kepler-240 b,2488,2.45 Earths,15.662,2014
Kepler-240 c,2488,0.322 Jupiters,15.662,2014
Kepler-241 b,1989,6.04 Earths,15.387,2014
Kepler-241 c,1989,7.13 Earths,15.387,2014
Kepler-242 b,1992,7.32 Earths,15.349,2014
Kepler-242 c,1992,4.66 Earths,15.349,2014
Kepler-243 b,2309,6.57 Earths,15.057,2014
Kepler-243 c,2309,4.62 Earths,15.057,2014
Kepler-244 b,3483,8.05 Earths,15.545,2014
Kepler-244 c,3483,4.86 Earths,15.545,2014
Kepler-244 d,3483,15.2 Earths,15.545,2014
Kepler-245 b,2879,7.13 Earths,15.597,2014
Kepler-245 c,2879,0.71 Jupiters,15.597,2014
Kepler-245 d,2879,21.6 Earths,15.597,2014
Kepler-245 e,2879,3.71 Earths,15.597,2016
Kepler-246 b,2079,6.08 Earths,15.042,2014
Kepler-246 c,2079,2.86 Earths,15.042,2014
Kepler-247 b,2206,3.33 Earths,15.047,2014
Kepler-247 c,2206,15.7 Earths,15.047,2014
Kepler-247 d,2206,14.7 Earths,15.047,2014
Kepler-248 b,2462,9.38 Earths,15.233,2014
Kepler-248 c,2462,15.6 Earths,15.233,2014
Kepler-249 b,624,1.32 Earths,15.23,2014
Kepler-249 c,624,2.89 Earths,15.23,2014
Kepler-249 d,624,3.09 Earths,15.23,2014
Kepler-24 b,3901,1.6 Jupiters,14.923,2011
Kepler-24 c,3901,1.6 Jupiters,14.923,2011
Kepler-24 d,3901,3.43 Earths,14.923,2014
Kepler-24 e,3901,8.15 Earths,14.923,2014
Kepler-250 b,2536,1.51 Earths,15.414,2014
Kepler-250 c,2536,5.82 Earths,15.414,2014
Kepler-250 d,2536,5.39 Earths,15.414,2014
Kepler-251 b,3096,2.33 Earths,15.216,2014
Kepler-251 c,3096,8.1 Earths,15.216,2014
Kepler-251 d,3096,8.1 Earths,15.216,2014
Kepler-251 e,3096,8.1 Earths,15.216,2014
Kepler-252 b,1251,2.04 Earths,15.029,2014
Kepler-252 c,1251,5.27 Earths,15.029,2014
Kepler-253 b,2802,3.29 Earths,15.512,2014
Kepler-253 c,2802,7.51 Earths,15.512,2014
Kepler-253 d,2802,10.2 Earths,15.512,2014
Kepler-254 b,4718,14.3 Earths,15.838,2014
